salary,emp_no
88001,18527
46497,18528
48577,18529
56850,18530
44418,18531
52115,18532
46591,18533
40000,18534
46219,18535
40000,18536
40789,18537
59168,18538
67857,18539
40000,18540
40000,18541
48606,18542
62531,18543
53734,18544
50375,18545
53669,18546
40000,18547
49180,18548
40000,18549
40000,18550
40000,18551
52737,18552
71639,18553
58069,18554
46667,18555
58264,18556
78769,18557
40000,18558
40000,18559
41498,18560
46712,18561
69194,18562
53738,18563
40000,18564
74969,18565
40000,18566
40000,18567
53876,18568
55734,18569
40000,18570
70621,18571
48468,18572
88101,18573
40000,18574
53521,18575
51940,18576
45976,18577
40000,18578
48733,18579
40000,18580
99867,18581
50417,18582
40000,18583
40000,18584
40000,18585
84193,18586
40769,18587
93319,18588
48844,18589
91681,18590
78178,18591
54073,18592
40000,18593
40000,18594
65584,18595
46630,18596
81928,18597
47523,18598
40000,18599
53845,18600
72250,18601
70103,18602
93125,18603
40000,18604
51280,18605
53747,18606
64182,18607
48074,18608
40000,18609
40000,18610
40000,18611
101395,18612
44925,18613
40000,18614
55293,18615
56839,18616
40000,18617
42770,18618
40000,18619
44661,18620
40510,18621
49382,18622
40000,18623
40000,18624
61712,18625
40959,18626
40000,18627
68622,18628
40000,18629
40000,18630
41181,18631
44502,18632
40000,18633
71149,18634
58731,18635
53160,18636
56419,18637
49541,18638
50602,18639
40000,18640
78112,18641
64333,18642
56176,18643
64935,18644
48157,18645
40000,18646
48729,18647
40000,18648
40000,18649
65781,18650
40000,18651
91390,18652
40000,18653
40000,18654
40000,18655
61143,18656
62212,18657
40000,18658
85236,18659
40000,18660
54511,18661
46998,18662
62505,18663
55929,18664
50748,18665
69504,18666
62735,18667
40000,18668
47170,18669
40000,18670
55188,18671
46244,18672
40000,18673
46482,18674
40000,18675
40000,18676
40000,18677
40000,18678
80953,18679
57952,18680
77064,18681
43266,18682
54578,18683
70754,18684
46055,18685
45220,18686
40000,18687
95960,18688
55859,18689
40000,18690
47438,18691
56378,18692
53457,18693
63408,18694
40000,18695
40000,18696
61316,18697
40000,18698
50847,18699
69492,18700
58282,18701
56913,18702
56731,18703
48123,18704
48680,18705
47897,18706
62761,18707
40000,18708
49976,18709
44613,18710
93701,18711
52584,18712
41240,18713
66861,18714
40000,18715
40000,18716
61358,18717
57582,18718
51127,18719
40000,18720
40000,18721
47059,18722
40000,18723
41771,18724
48904,18725
40000,18726
53209,18727
42857,18728
93889,18729
50423,18730
40000,18731
56167,18732
48465,18733
40000,18734
48927,18735
40000,18736
62141,18737
40000,18738
89294,18739
40795,18740
49196,18741
48647,18742
41092,18743
61614,18744
54343,18745
72790,18746
60681,18747
40000,18748
73872,18749
73538,18750
54992,18751
40000,18752
46981,18753
40000,18754
40000,18755
58164,18756
56325,18757
45037,18758
40000,18759
106598,18760
72032,18761
47114,18762
67183,18763
40000,18764
67141,18765
50562,18766
64337,18767
53643,18768
46459,18769
55686,18770
51637,18771
67407,18772
40000,18773
40000,18774
62152,18775
83933,18776
40000,18777
61240,18778
64122,18779
43500,18780
40000,18781
40000,18782
40000,18783
48213,18784
40000,18785
40000,18786
50353,18787
40000,18788
61935,18789
41481,18790
40000,18791
73939,18792
52989,18793
45917,18794
56530,18795
52643,18796
64294,18797
40000,18798
42095,18799
61310,18800
40000,18801
40000,18802
56015,18803
67047,18804
47310,18805
59955,18806
40000,18807
54614,18808
63500,18809
40000,18810
59977,18811
57376,18812
49720,18813
77942,18814
87881,18815
43660,18816
40000,18817
43644,18818
40000,18819
59190,18820
40000,18821
40000,18822
40000,18823
70154,18824
45115,18825
40000,18826
44455,18827
40000,18828
50207,18829
49370,18830
41542,18831
61763,18832
46611,18833
48391,18834
40000,18835
40000,18836
40000,18837
40000,18838
48487,18839
40000,18840
71394,18841
47489,18842
103901,18843
40000,18844
40000,18845
40000,18846
40000,18847
64239,18848
40000,18849
57246,18850
40000,18851
40000,18852
40000,18853
40000,18854
40000,18855
48276,18856
40000,18857
78109,18858
78500,18859
51682,18860
40331,18861
63484,18862
51160,18863
45290,18864
73055,18865
56470,18866
48213,18867
44386,18868
87280,18869
76605,18870
40000,18871
48988,18872
40000,18873
40000,18874
40000,18875
44980,18876
52617,18877
81604,18878
40000,18879
50852,18880
66599,18881
74916,18882
40000,18883
40000,18884
72994,18885
50615,18886
49495,18887
40562,18888
40000,18889
43372,18890
55580,18891
75422,18892
40000,18893
76560,18894
40000,18895
40000,18896
40000,18897
77292,18898
40000,18899
44037,18900
47876,18901
43641,18902
40000,18903
42580,18904
40000,18905
69822,18906
42341,18907
47202,18908
40000,18909
40000,18910
40000,18911
60946,18912
101409,18913
42161,18914
43632,18915
42831,18916
52218,18917
69954,18918
63564,18919
58726,18920
73112,18921
46897,18922
40000,18923
49779,18924
49320,18925
40000,18926
40000,18927
41314,18928
92217,18929
48883,18930
40000,18931
40000,18932
47862,18933
40000,18934
66680,18935
40000,18936
40000,18937
58009,18938
64182,18939
44290,18940
94135,18941
83391,18942
54916,18943
49820,18944
44475,18945
40000,18946
40000,18947
40000,18948
50421,18949
57353,18950
40000,18951
45253,18952
47173,18953
47954,18954
60604,18955
65313,18956
47633,18957
80150,18958
41814,18959
50260,18960
53743,18961
47331,18962
71935,18963
42245,18964
40000,18965
40000,18966
63650,18967
40000,18968
41639,18969
44935,18970
53792,18971
52576,18972
41144,18973
59313,18974
40000,18975
44162,18976
45360,18977
42623,18978
76060,18979
56699,18980
67907,18981
57326,18982
56408,18983
40000,18984
70572,18985
55714,18986
40000,18987
71570,18988
53559,18989
40000,18990
40000,18991
40000,18992
62910,18993
69135,18994
40000,18995
40000,18996
112519,18997
49214,18998
45372,18999
53700,19000
40000,19001
48923,19002
64278,19003
40000,19004
61245,19005
40000,19006
40000,19007
46769,19008
40000,19009
47969,19010
44645,19011
56894,19012
86122,19013
49781,19014
60374,19015
40000,19016
61971,19017
51079,19018
82676,19019
52090,19020
46936,19021
42469,19022
40000,19023
40000,19024
69765,19025
85392,19026
46182,19027
61452,19028
40000,19029
40000,19030
86266,19031
40000,19032
62425,19033
53806,19034
45728,19035
61331,19036
40000,19037
57672,19038
58255,19039
40000,19040
64061,19041
40000,19042
42706,19043
40000,19044
40000,19045
46174,19046
47196,19047
64540,19048
40000,19049
40000,19050
70956,19051
93907,19052
40000,19053
40000,19054
48338,19055
40000,19056
71306,19057
46314,19058
61670,19059
59509,19060
40000,19061
55889,19062
69440,19063
40000,19064
77876,19065
56296,19066
60688,19067
57241,19068
49268,19069
60267,19070
67398,19071
40643,19072
64081,19073
40000,19074
44858,19075
40000,19076
47538,19077
46716,19078
40000,19079
40000,19080
85781,19081
49624,19082
40000,19083
47080,19084
46873,19085
52626,19086
55158,19087
70645,19088
64741,19089
43038,19090
40000,19091
55155,19092
50237,19093
41931,19094
40000,19095
63725,19096
40000,19097
40000,19098
40000,19099
83308,19100
47268,19101
75447,19102
41088,19103
49326,19104
41966,19105
81563,19106
40000,19107
70249,19108
46911,19109
40000,19110
40832,19111
96058,19112
99390,19113
71920,19114
48231,19115
40000,19116
71403,19117
54174,19118
89682,19119
49416,19120
40000,19121
40000,19122
40000,19123
49533,19124
82317,19125
40000,19126
82126,19127
56745,19128
40000,19129
46643,19130
48636,19131
40000,19132
68717,19133
89672,19134
40000,19135
51728,19136
92512,19137
80067,19138
40000,19139
40000,19140
40000,19141
62827,19142
53287,19143
101263,19144
54008,19145
76899,19146
76197,19147
40000,19148
40000,19149
40000,19150
40000,19151
63706,19152
76260,19153
40000,19154
58058,19155
40000,19156
40000,19157
45289,19158
40000,19159
72108,19160
54356,19161
40000,19162
40000,19163
48481,19164
45441,19165
53254,19166
40000,19167
81702,19168
40000,19169
40977,19170
77365,19171
44904,19172
40000,19173
83244,19174
47563,19175
60396,19176
52709,19177
40000,19178
46995,19179
55535,19180
62935,19181
40000,19182
61455,19183
78722,19184
40000,19185
64424,19186
40000,19187
40000,19188
40000,19189
82364,19190
56849,19191
56767,19192
41877,19193
40000,19194
56007,19195
66890,19196
81042,19197
53419,19198
61706,19199
81196,19200
85848,19201
72229,19202
40000,19203
56184,19204
93690,19205
71889,19206
51998,19207
60468,19208
40000,19209
50714,19210
62738,19211
41754,19212
40000,19213
60430,19214
73759,19215
50972,19216
84514,19217
68739,19218
91816,19219
85619,19220
55614,19221
47714,19222
70712,19223
58162,19224
44534,19225
44943,19226
45792,19227
53868,19228
63587,19229
54403,19230
40000,19231
40000,19232
86175,19233
40000,19234
45840,19235
67760,19236
40000,19237
65002,19238
60878,19239
40000,19240
53404,19241
64357,19242
58558,19243
51173,19244
79496,19245
40000,19246
64734,19247
83184,19248
40000,19249
65051,19250
40000,19251
40000,19252
58772,19253
40000,19254
40000,19255
40000,19256
42823,19257
40741,19258
47060,19259
71690,19260
70611,19261
40712,19262
44464,19263
79407,19264
94306,19265
40371,19266
42160,19267
40000,19268
70909,19269
42679,19270
42273,19271
73936,19272
44851,19273
52473,19274
45426,19275
42654,19276
45078,19277
40000,19278
74730,19279
40000,19280
40000,19281
69666,19282
40000,19283
75719,19284
65078,19285
40000,19286
40000,19287
40000,19288
59172,19289
68307,19290
40000,19291
40000,19292
50563,19293
40000,19294
54763,19295
48991,19296
43913,19297
40000,19298
41058,19299
53702,19300
40000,19301
47807,19302
60140,19303
81918,19304
63243,19305
45631,19306
56551,19307
40000,19308
40000,19309
55989,19310
93141,19311
40000,19312
77096,19313
46459,19314
40000,19315
54649,19316
40000,19317
55717,19318
56511,19319
40000,19320
95207,19321
40000,19322
55222,19323
54256,19324
40814,19325
40000,19326
41345,19327
40000,19328
48046,19329
47049,19330
62210,19331
66487,19332
44724,19333
40000,19334
40000,19335
74053,19336
40000,19337
66201,19338
56047,19339
50237,19340
67003,19341
40000,19342
44351,19343
40000,19344
40000,19345
40000,19346
86647,19347
73407,19348
40000,19349
41182,19350
60170,19351
53063,19352
58474,19353
40000,19354
40000,19355
51642,19356
40000,19357
45249,19358
53686,19359
56763,19360
47527,19361
40000,19362
40000,19363
48699,19364
40000,19365
86278,19366
40000,19367
40000,19368
47106,19369
48009,19370
42760,19371
40000,19372
78150,19373
51296,19374
40000,19375
40966,19376
40000,19377
65746,19378
53316,19379
40000,19380
82438,19381
40000,19382
42450,19383
41611,19384
73196,19385
71095,19386
44292,19387
40000,19388
46632,19389
54034,19390
56420,19391
40000,19392
52070,19393
70830,19394
46456,19395
61181,19396
46492,19397
40000,19398
72057,19399
48508,19400
71831,19401
40000,19402
40148,19403
40000,19404
50247,19405
49576,19406
53204,19407
40000,19408
40000,19409
40000,19410
42308,19411
40000,19412
61836,19413
66670,19414
87974,19415
55322,19416
53376,19417
43018,19418
52164,19419
72079,19420
40000,19421
48435,19422
50578,19423
68945,19424
53627,19425
40000,19426
110099,19427
53727,19428
43089,19429
45775,19430
40000,19431
72588,19432
55687,19433
40938,19434
47672,19435
68261,19436
60814,19437
63148,19438
45548,19439
40000,19440
57943,19441
51952,19442
56154,19443
49310,19444
46101,19445
40000,19446
40000,19447
86047,19448
47905,19449
61829,19450
45256,19451
44173,19452
40000,19453
40000,19454
40000,19455
40000,19456
40000,19457
40000,19458
54603,19459
48562,19460
40000,19461
43980,19462
40000,19463
76281,19464
44425,19465
40000,19466
40000,19467
40768,19468
40000,19469
40000,19470
41613,19471
40000,19472
55016,19473
92567,19474
67482,19475
46999,19476
52204,19477
40000,19478
40000,19479
49570,19480
40000,19481
56885,19482
57869,19483
40000,19484
49261,19485
54601,19486
64256,19487
45504,19488
86463,19489
78767,19490
40000,19491
49133,19492
59120,19493
52746,19494
76585,19495
40000,19496
40000,19497
96112,19498
40000,19499
45679,19500
72030,19501
63011,19502
43939,19503
45465,19504
68475,19505
49546,19506
45849,19507
40000,19508
40000,19509
40000,19510
69281,19511
40000,19512
58854,19513
72817,19514
79297,19515
66455,19516
40000,19517
48762,19518
40000,19519
61414,19520
41004,19521
40000,19522
65602,19523
53645,19524
62609,19525
68642,19526
43829,19527
73040,19528
40000,19529
40000,19530
40000,19531
48624,19532
91866,19533
40000,19534
45172,19535
40000,19536
63290,19537
41962,19538
46271,19539
49388,19540
62904,19541
40000,19542
55814,19543
40000,19544
86102,19545
40000,19546
59954,19547
40000,19548
79277,19549
40000,19550
78384,19551
40000,19552
63285,19553
65627,19554
40000,19555
40000,19556
54617,19557
63858,19558
40000,19559
40000,19560
52778,19561
40000,19562
46736,19563
56807,19564
40000,19565
53966,19566
61013,19567
71394,19568
45254,19569
40000,19570
62539,19571
41450,19572
62455,19573
72597,19574
65153,19575
51482,19576
40000,19577
41863,19578
40000,19579
82037,19580
48343,19581
45992,19582
64800,19583
68706,19584
60680,19585
40000,19586
40818,19587
40000,19588
66556,19589
40660,19590
40000,19591
52696,19592
55221,19593
40036,19594
40000,19595
46764,19596
55741,19597
85336,19598
43790,19599
47763,19600
69133,19601
51525,19602
74292,19603
53992,19604
40000,19605
40000,19606
42127,19607
59450,19608
40000,19609
49786,19610
43627,19611
83131,19612
63845,19613
62330,19614
46987,19615
45859,19616
43394,19617
66285,19618
49149,19619
51357,19620
40000,19621
49851,19622
51754,19623
49259,19624
52958,19625
40000,19626
40666,19627
65818,19628
81751,19629
40000,19630
40000,19631
40000,19632
40000,19633
50862,19634
54257,19635
88306,19636
45831,19637
40737,19638
40000,19639
71369,19640
45882,19641
40000,19642
109733,19643
53423,19644
44747,19645
42257,19646
40000,19647
40446,19648
40000,19649
40652,19650
47685,19651
40000,19652
40000,19653
54601,19654
53043,19655
40000,19656
87402,19657
40000,19658
40000,19659
52702,19660
40000,19661
52719,19662
74026,19663
40000,19664
63601,19665
69372,19666
52876,19667
64860,19668
68024,19669
40000,19670
48099,19671
40000,19672
60232,19673
40000,19674
90306,19675
40000,19676
55871,19677
40000,19678
44169,19679
47936,19680
49121,19681
72019,19682
70953,19683
52935,19684
54897,19685
50497,19686
59213,19687
40000,19688
48791,19689
52072,19690
40000,19691
43847,19692
52584,19693
44324,19694
54962,19695
51758,19696
40000,19697
65479,19698
42697,19699
73833,19700
40000,19701
54795,19702
69397,19703
40000,19704
61150,19705
40000,19706
58851,19707
49169,19708
62904,19709
46824,19710
40000,19711
40000,19712
40000,19713
40000,19714
40000,19715
109919,19716
50712,19717
50948,19718
40000,19719
40000,19720
63387,19721
41559,19722
54056,19723
69399,19724
63873,19725
54183,19726
40000,19727
78721,19728
58721,19729
40000,19730
64316,19731
40000,19732
40000,19733
44687,19734
54388,19735
54415,19736
86017,19737
74083,19738
40292,19739
40000,19740
52691,19741
40609,19742
57433,19743
59739,19744
44891,19745
41247,19746
78359,19747
40000,19748
50906,19749
76231,19750
48643,19751
50804,19752
40000,19753
40000,19754
40000,19755
67396,19756
42172,19757
40000,19758
46201,19759
66121,19760
62745,19761
59454,19762
40000,19763
40000,19764
40000,19765
52681,19766
47587,19767
40000,19768
53298,19769
64993,19770
89448,19771
60796,19772
51244,19773
40349,19774
40000,19775
40000,19776
63089,19777
62997,19778
70301,19779
40000,19780
77948,19781
40000,19782
44486,19783
71486,19784
47020,19785
56129,19786
40238,19787
74610,19788
61349,19789
40000,19790
45827,19791
79531,19792
69671,19793
58004,19794
57299,19795
58898,19796
40000,19797
68917,19798
46298,19799
44666,19800
40000,19801
40000,19802
71465,19803
53435,19804
44692,19805
40000,19806
40000,19807
53709,19808
40000,19809
49383,19810
54334,19811
40000,19812
77236,19813
40000,19814
40000,19815
53186,19816
50528,19817
40000,19818
40000,19819
40000,19820
52106,19821
71118,19822
57116,19823
104158,19824
46420,19825
53382,19826
53207,19827
48504,19828
40000,19829
51450,19830
59533,19831
58643,19832
57420,19833
74408,19834
53303,19835
74088,19836
64475,19837
46120,19838
40424,19839
62663,19840
49999,19841
61627,19842
84534,19843
57602,19844
40000,19845
73815,19846
40172,19847
40000,19848
69889,19849
60531,19850
40000,19851
49066,19852
66843,19853
65209,19854
70898,19855
77378,19856
74413,19857
40000,19858
72361,19859
48588,19860
70402,19861
47993,19862
40000,19863
40000,19864
40000,19865
61438,19866
40000,19867
56683,19868
93741,19869
40000,19870
52623,19871
60183,19872
40000,19873
98732,19874
40000,19875
50417,19876
48383,19877
40000,19878
81164,19879
49675,19880
45293,19881
40000,19882
65645,19883
40000,19884
40000,19885
40000,19886
40000,19887
68124,19888
74020,19889
60760,19890
40000,19891
61049,19892
40000,19893
48517,19894
56719,19895
51893,19896
56265,19897
81410,19898
40000,19899
54393,19900
40000,19901
40000,19902
55809,19903
44347,19904
68606,19905
40000,19906
68344,19907
40000,19908
66890,19909
56380,19910
53539,19911
40000,19912
40000,19913
40000,19914
41520,19915
52997,19916
40000,19917
52347,19918
48679,19919
59055,19920
40000,19921
89985,19922
63574,19923
40000,19924
68169,19925
40214,19926
40000,19927
40974,19928
40000,19929
72931,19930
60653,19931
63601,19932
42732,19933
46530,19934
73461,19935
47204,19936
40000,19937
40740,19938
53238,19939
50833,19940
40000,19941
43318,19942
57412,19943
48481,19944
61985,19945
54941,19946
76809,19947
43600,19948
57596,19949
40000,19950
49908,19951
40000,19952
84644,19953
67769,19954
65157,19955
43640,19956
80051,19957
40000,19958
50053,19959
42943,19960
40000,19961
43381,19962
40000,19963
40000,19964
52902,19965
40000,19966
81102,19967
40000,19968
40000,19969
47809,19970
40000,19971
40000,19972
77135,19973
40489,19974
40000,19975
73184,19976
64681,19977
52644,19978
90696,19979
50032,19980
50988,19981
40000,19982
40000,19983
63176,19984
40000,19985
53533,19986
75953,19987
56763,19988
50252,19989
49225,19990
41416,19991
44888,19992
71235,19993
57359,19994
69849,19995
56085,19996
40000,19997
43698,19998
52813,19999
49238,20000
40000,20001
64072,20002
71588,20003
123749,20004
75324,20005
60279,20006
40000,20007
41076,20008
64311,20009
47898,20010
40000,20011
40000,20012
40000,20013
40000,20014
45967,20015
69488,20016
40000,20017
40000,20018
83744,20019
48290,20020
46016,20021
43670,20022
45807,20023
62352,20024
41492,20025
63417,20026
65769,20027
58729,20028
40000,20029
48127,20030
41082,20031
43667,20032
40000,20033
42765,20034
40000,20035
57238,20036
40000,20037
62076,20038
60465,20039
57723,20040
48824,20041
75326,20042
53571,20043
40000,20044
40000,20045
40000,20046
40000,20047
45566,20048
86440,20049
52909,20050
40000,20051
52023,20052
75963,20053
40000,20054
40000,20055
58087,20056
40000,20057
40000,20058
40000,20059
40000,20060
50383,20061
63035,20062
52629,20063
46009,20064
51604,20065
64279,20066
40000,20067
40000,20068
40000,20069
63323,20070
65962,20071
59160,20072
40000,20073
40000,20074
43803,20075
40000,20076
82041,20077
66331,20078
47465,20079
40000,20080
40000,20081
46896,20082
40000,20083
49731,20084
40694,20085
40000,20086
41037,20087
78565,20088
57922,20089
44039,20090
40000,20091
58845,20092
40000,20093
40000,20094
45818,20095
40000,20096
46883,20097
88039,20098
78076,20099
64100,20100
40000,20101
48129,20102
40000,20103
46764,20104
55660,20105
49727,20106
42851,20107
67126,20108
61061,20109
46749,20110
83289,20111
40000,20112
40000,20113
40000,20114
60863,20115
80306,20116
56609,20117
52545,20118
51975,20119
40000,20120
42115,20121
75822,20122
40000,20123
72073,20124
40000,20125
60329,20126
40000,20127
40000,20128
53292,20129
78448,20130
65318,20131
62744,20132
46168,20133
53634,20134
40000,20135
40000,20136
45384,20137
53522,20138
40000,20139
40000,20140
63782,20141
40000,20142
46180,20143
58512,20144
96510,20145
45275,20146
53685,20147
76785,20148
49965,20149
56434,20150
56981,20151
46933,20152
40000,20153
77992,20154
40000,20155
40000,20156
40000,20157
42211,20158
41110,20159
80765,20160
63595,20161
52882,20162
81799,20163
46809,20164
67245,20165
42530,20166
44004,20167
59089,20168
55381,20169
85953,20170
57586,20171
47299,20172
72114,20173
40000,20174
79814,20175
76292,20176
40000,20177
92072,20178
58628,20179
40000,20180
87295,20181
62467,20182
54096,20183
59900,20184
52528,20185
57321,20186
73664,20187
51948,20188
40797,20189
70850,20190
68101,20191
42973,20192
59988,20193
40000,20194
63721,20195
40000,20196
40000,20197
64284,20198
40000,20199
69603,20200
60751,20201
43460,20202
82656,20203
46851,20204
67995,20205
40000,20206
41971,20207
43779,20208
53975,20209
45790,20210
56094,20211
40000,20212
40000,20213
40000,20214
40000,20215
40000,20216
40000,20217
40000,20218
57845,20219
48514,20220
40000,20221
48534,20222
55549,20223
40000,20224
40000,20225
55301,20226
40000,20227
48707,20228
46601,20229
51204,20230
40000,20231
81297,20232
49740,20233
81427,20234
41301,20235
41309,20236
74960,20237
51385,20238
81176,20239
40000,20240
48166,20241
55650,20242
57350,20243
40307,20244
53786,20245
45861,20246
51083,20247
40000,20248
46799,20249
48489,20250
40000,20251
70640,20252
72565,20253
97489,20254
72562,20255
45502,20256
44469,20257
40000,20258
48386,20259
55139,20260
40000,20261
40000,20262
40000,20263
79470,20264
53518,20265
85168,20266
40000,20267
40000,20268
40000,20269
64737,20270
40000,20271
94760,20272
62331,20273
40000,20274
62211,20275
41578,20276
68749,20277
96562,20278
50884,20279
40000,20280
53302,20281
59273,20282
50536,20283
40000,20284
88124,20285
40000,20286
49625,20287
53332,20288
40000,20289
99745,20290
40458,20291
40000,20292
57236,20293
40000,20294
40000,20295
40000,20296
40898,20297
65760,20298
74906,20299
74094,20300
40000,20301
40000,20302
40000,20303
40000,20304
106332,20305
43225,20306
42119,20307
40000,20308
65846,20309
58108,20310
40000,20311
40000,20312
40000,20313
51821,20314
57091,20315
40000,20316
40000,20317
40000,20318
46198,20319
80842,20320
84722,20321
40000,20322
40000,20323
54605,20324
69040,20325
40000,20326
42856,20327
40000,20328
62433,20329
43689,20330
51689,20331
40000,20332
42228,20333
42423,20334
61243,20335
73502,20336
40000,20337
40000,20338
40000,20339
50719,20340
48757,20341
40000,20342
45517,20343
40000,20344
75367,20345
40000,20346
40000,20347
41093,20348
46648,20349
46554,20350
79061,20351
40000,20352
40000,20353
40000,20354
71501,20355
40000,20356
59819,20357
64948,20358
47446,20359
55314,20360
40000,20361
40000,20362
48501,20363
40000,20364
48676,20365
40000,20366
40000,20367
40000,20368
68116,20369
78870,20370
51825,20371
67348,20372
40000,20373
47157,20374
40000,20375
58557,20376
58344,20377
93200,20378
47103,20379
62547,20380
40000,20381
40000,20382
51951,20383
40000,20384
81185,20385
40000,20386
46948,20387
47418,20388
55913,20389
66636,20390
40000,20391
56391,20392
46519,20393
40000,20394
40000,20395
74231,20396
45344,20397
58877,20398
77862,20399
41544,20400
47228,20401
42237,20402
40000,20403
40000,20404
51756,20405
53791,20406
53687,20407
40000,20408
70297,20409
66062,20410
54092,20411
40000,20412
40000,20413
72871,20414
40000,20415
40000,20416
40000,20417
55526,20418
45640,20419
50357,20420
40000,20421
50816,20422
72585,20423
78506,20424
40000,20425
40000,20426
40000,20427
86806,20428
40000,20429
74628,20430
59229,20431
55084,20432
40000,20433
55197,20434
71488,20435
69600,20436
45182,20437
42141,20438
40000,20439
51065,20440
40000,20441
58381,20442
58576,20443
82698,20444
40000,20445
40000,20446
60571,20447
40000,20448
81972,20449
41934,20450
49240,20451
40000,20452
41823,20453
40000,20454
68905,20455
46657,20456
77745,20457
75585,20458
66044,20459
40000,20460
40000,20461
87636,20462
40000,20463
59996,20464
68586,20465
40000,20466
75580,20467
46393,20468
89057,20469
69959,20470
68861,20471
47543,20472
40000,20473
82253,20474
41093,20475
82040,20476
61220,20477
51861,20478
63370,20479
40000,20480
58748,20481
68947,20482
40000,20483
52092,20484
78475,20485
54811,20486
46726,20487
62342,20488
47269,20489
40410,20490
55313,20491
40000,20492
52715,20493
82543,20494
43254,20495
95794,20496
40000,20497
40000,20498
59839,20499
40000,20500
40000,20501
51228,20502
40221,20503
40000,20504
40000,20505
73658,20506
92082,20507
60677,20508
40000,20509
40000,20510
40000,20511
45130,20512
40000,20513
60080,20514
80762,20515
58137,20516
63538,20517
40000,20518
63474,20519
75972,20520
69882,20521
40000,20522
71995,20523
44336,20524
46659,20525
56405,20526
72162,20527
54377,20528
40000,20529
61897,20530
61349,20531
48153,20532
44982,20533
47183,20534
42381,20535
40000,20536
40000,20537
61619,20538
43764,20539
40000,20540
83136,20541
43832,20542
58693,20543
64031,20544
73867,20545
62669,20546
51028,20547
47132,20548
84326,20549
40000,20550
65708,20551
48120,20552
40000,20553
63698,20554
61658,20555
52119,20556
53737,20557
40000,20558
65936,20559
44076,20560
88042,20561
45899,20562
40614,20563
45569,20564
77520,20565
82725,20566
43671,20567
49310,20568
51574,20569
92297,20570
63391,20571
74413,20572
40088,20573
40000,20574
40000,20575
58677,20576
40000,20577
40000,20578
63987,20579
52595,20580
48157,20581
42716,20582
40000,20583
40000,20584
70715,20585
67653,20586
40000,20587
79277,20588
40000,20589
72320,20590
46708,20591
49919,20592
40000,20593
71319,20594
40000,20595
40000,20596
43514,20597
40000,20598
40000,20599
82696,20600
54492,20601
53455,20602
90549,20603
40113,20604
63093,20605
40000,20606
79557,20607
40000,20608
41348,20609
45479,20610
51231,20611
80145,20612
53978,20613
40000,20614
76861,20615
50747,20616
63150,20617
40000,20618
81234,20619
45221,20620
66479,20621
76497,20622
40000,20623
42597,20624
40000,20625
40000,20626
75911,20627
64647,20628
66050,20629
69150,20630
40000,20631
52884,20632
40000,20633
45762,20634
52035,20635
40000,20636
73174,20637
57488,20638
40000,20639
40000,20640
55771,20641
51316,20642
50860,20643
48572,20644
74373,20645
51058,20646
41254,20647
56526,20648
43314,20649
50836,20650
49811,20651
40000,20652
65638,20653
40000,20654
40000,20655
85402,20656
81149,20657
98640,20658
41797,20659
40000,20660
52635,20661
40000,20662
40000,20663
61780,20664
40000,20665
40000,20666
72299,20667
69480,20668
64398,20669
40000,20670
72862,20671
47955,20672
40000,20673
54297,20674
47472,20675
53436,20676
76724,20677
40000,20678
40960,20679
63915,20680
40000,20681
42292,20682
40000,20683
40000,20684
40000,20685
42281,20686
55243,20687
40000,20688
60620,20689
40000,20690
45199,20691
73357,20692
40000,20693
47724,20694
40000,20695
40000,20696
40000,20697
40000,20698
40000,20699
40000,20700
62372,20701
40000,20702
55923,20703
40000,20704
51336,20705
53975,20706
46478,20707
63353,20708
72357,20709
56437,20710
40000,20711
71743,20712
53818,20713
70951,20714
41757,20715
40000,20716
40000,20717
91836,20718
55617,20719
40000,20720
88883,20721
40000,20722
61660,20723
76825,20724
67824,20725
65870,20726
67716,20727
98529,20728
40688,20729
58437,20730
41555,20731
51605,20732
40000,20733
40000,20734
40000,20735
83900,20736
90484,20737
41464,20738
40000,20739
43098,20740
43349,20741
40000,20742
71520,20743
75682,20744
40000,20745
55570,20746
40000,20747
50885,20748
40000,20749
69170,20750
49983,20751
40000,20752
40000,20753
51293,20754
40000,20755
40000,20756
40000,20757
63323,20758
40000,20759
40000,20760
40000,20761
40000,20762
76915,20763
49552,20764
45556,20765
40000,20766
58138,20767
45297,20768
61214,20769
66160,20770
62170,20771
75353,20772
53382,20773
78594,20774
43478,20775
57979,20776
40000,20777
40000,20778
43109,20779
61759,20780
66296,20781
40510,20782
40000,20783
40000,20784
40000,20785
40000,20786
63786,20787
56711,20788
40000,20789
41933,20790
74113,20791
62734,20792
40220,20793
70498,20794
69038,20795
79916,20796
40000,20797
40000,20798
40000,20799
40000,20800
62960,20801
52670,20802
40000,20803
66808,20804
64902,20805
40000,20806
75875,20807
60154,20808
40000,20809
40352,20810
62442,20811
40732,20812
107655,20813
40000,20814
40000,20815
58487,20816
103976,20817
64725,20818
40000,20819
70573,20820
72801,20821
40000,20822
40000,20823
54898,20824
55331,20825
40000,20826
83357,20827
76056,20828
77392,20829
44925,20830
53827,20831
40000,20832
40000,20833
56725,20834
40000,20835
84293,20836
48860,20837
43660,20838
40000,20839
47261,20840
40000,20841
51908,20842
63337,20843
78778,20844
64410,20845
42229,20846
45333,20847
78584,20848
40000,20849
62850,20850
40000,20851
62744,20852
40000,20853
46122,20854
53390,20855
40000,20856
40000,20857
40000,20858
